tick,agent_id,personality,position,inventory,action_type,action_detail,result,message,resources_remaining
1,A4,deceptive,"(0, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,30
1,A3,cooperative,"(3, 3)",0,move,"{'type': 'move', 'direction': 'E'}",moved_E,,30
1,A2,deceptive,"(6, 1)",1,collect,{'type': 'collect'},collected,,29
1,A1,deceptive,"(4, 0)",0,move,"{'type': 'move', 'direction': 'W'}",moved_W,,29
2,A1,deceptive,"(4, 0)",1,collect,{'type': 'collect'},collected,,28
2,A4,deceptive,"(0, 0)",1,collect,{'type': 'collect'},collected,,27
2,A2,deceptive,"(7, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,27
2,A3,cooperative,"(3, 3)",1,collect,{'type': 'collect'},collected,,26
3,A4,deceptive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
3,A1,deceptive,"(4, 1)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
3,A2,deceptive,"(7, 0)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,26
3,A3,cooperative,"(3, 2)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,26
4,A4,deceptive,"(0, 0)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,26
4,A1,deceptive,"(4, 2)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,26
4,A2,deceptive,"(7, 0)",2,collect,{'type': 'collect'},collected,,25
4,A3,cooperative,"(3, 2)",2,collect,{'type': 'collect'},collected,,24
5,A2,deceptive,"(8, 0)",2,move,"{'type': 'move', 'direction': 'E'}",moved_E,,24
5,A4,deceptive,"(0, 0)",1,move,"{'type': 'move', 'direction': 'N'}",move_blocked,,24
5,A1,deceptive,"(4, 2)",2,collect,{'type': 'collect'},collected,,23
5,A3,cooperative,"(3, 3)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
6,A2,deceptive,"(8, 1)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
6,A4,deceptive,"(0, 0)",1,move,"{'type': 'move', 'direction': 'N'}",move_blocked,,23
6,A3,cooperative,"(3, 4)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
6,A1,deceptive,"(4, 3)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,23
7,A3,cooperative,"(3, 4)",3,collect,{'type': 'collect'},collected,,22
7,A1,deceptive,"(4, 4)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,22
7,A2,deceptive,"(8, 1)",3,collect,{'type': 'collect'},collected,,21
7,A4,deceptive,"(0, 0)",1,move,"{'type': 'move', 'direction': 'N'}",move_blocked,,21
8,A1,deceptive,"(4, 5)",2,move,"{'type': 'move', 'direction': 'S'}",moved_S,,21
8,A2,deceptive,"(9, 1)",3,move,"{'type': 'move', 'direction': 'E'}",moved_E,,21
8,A4,deceptive,"(0, 0)",1,move,"{'type': 'move', 'direction': 'W'}",move_blocked,,21
8,A3,cooperative,"(2, 4)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,21
9,A3,cooperative,"(1, 4)",3,move,"{'type': 'move', 'direction': 'W'}",moved_W,,21
9,A2,deceptive,"(9, 0)",3,move,"{'type': 'move', 'direction': 'N'}",moved_N,,21
9,A1,deceptive,"(4, 5)",3,collect,{'type': 'collect'},collected,,20
9,A4,deceptive,"(1, 0)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,20
10,A2,deceptive,"(9, 0)",4,collect,{'type': 'collect'},collected,,19
10,A1,deceptive,"(4, 6)",3,move,"{'type': 'move', 'direction': 'S'}",moved_S,,19
10,A3,cooperative,"(1, 4)",4,collect,{'type': 'collect'},collected,,18
10,A4,deceptive,"(1, 0)",1,move,"{'type': 'move', 'direction': 'N'}",move_blocked,,18
11,A4,deceptive,"(1, 0)",1,move,"{'type': 'move', 'direction': 'N'}",move_blocked,,18
11,A2,deceptive,"(9, 1)",4,move,"{'type': 'move', 'direction': 'S'}",moved_S,,18
11,A3,cooperative,"(1, 5)",4,move,"{'type': 'move', 'direction': 'S'}",moved_S,,18
11,A1,deceptive,"(4, 6)",4,collect,{'type': 'collect'},collected,,17
12,A4,deceptive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,17
12,A1,deceptive,"(5, 6)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,17
12,A2,deceptive,"(9, 2)",4,move,"{'type': 'move', 'direction': 'S'}",moved_S,,17
12,A3,cooperative,"(1, 6)",4,move,"{'type': 'move', 'direction': 'S'}",moved_S,,17
13,A1,deceptive,"(6, 6)",4,move,"{'type': 'move', 'direction': 'E'}",moved_E,,17
13,A4,deceptive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,17
13,A2,deceptive,"(9, 2)",5,collect,{'type': 'collect'},collected,,16
13,A3,cooperative,"(1, 6)",5,collect,{'type': 'collect'},collected,,15
14,A3,cooperative,"(1, 7)",5,move,"{'type': 'move', 'direction': 'S'}",moved_S,,15
14,A1,deceptive,"(6, 6)",5,collect,{'type': 'collect'},collected,,14
14,A2,deceptive,"(9, 3)",5,move,"{'type': 'move', 'direction': 'S'}",moved_S,,14
14,A4,deceptive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,14
15,A4,deceptive,"(1, 2)",1,move,"{'type': 'move', 'direction': 'S'}",moved_S,,14
15,A3,cooperative,"(1, 7)",6,collect,{'type': 'collect'},collected,,13
15,A2,deceptive,"(9, 3)",6,collect,{'type': 'collect'},collected,,12
15,A1,deceptive,"(6, 7)",5,move,"{'type': 'move', 'direction': 'S'}",moved_S,,12
16,A1,deceptive,"(6, 7)",6,collect,{'type': 'collect'},collected,,11
16,A4,deceptive,"(0, 2)",1,move,"{'type': 'move', 'direction': 'W'}",moved_W,,11
16,A2,deceptive,"(8, 3)",6,move,"{'type': 'move', 'direction': 'W'}",moved_W,,11
16,A3,cooperative,"(0, 7)",6,move,"{'type': 'move', 'direction': 'W'}",moved_W,,11
17,A4,deceptive,"(0, 2)",1,move,"{'type': 'move', 'direction': 'W'}",move_blocked,,11
17,A1,deceptive,"(7, 7)",6,move,"{'type': 'move', 'direction': 'E'}",moved_E,,11
17,A2,deceptive,"(8, 4)",6,move,"{'type': 'move', 'direction': 'S'}",moved_S,,11
17,A3,cooperative,"(0, 7)",7,collect,{'type': 'collect'},collected,,10
18,A1,deceptive,"(7, 7)",7,collect,{'type': 'collect'},collected,,9
18,A2,deceptive,"(7, 4)",6,move,"{'type': 'move', 'direction': 'W'}",moved_W,,9
18,A3,cooperative,"(0, 8)",7,move,"{'type': 'move', 'direction': 'S'}",moved_S,,9
18,A4,deceptive,"(0, 1)",1,move,"{'type': 'move', 'direction': 'N'}",moved_N,,9
19,A4,deceptive,"(1, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,9
19,A2,deceptive,"(7, 5)",6,move,"{'type': 'move', 'direction': 'S'}",moved_S,,9
19,A1,deceptive,"(7, 8)",7,move,"{'type': 'move', 'direction': 'S'}",moved_S,,9
19,A3,cooperative,"(0, 9)",7,move,"{'type': 'move', 'direction': 'S'}",moved_S,,9
20,A4,deceptive,"(2, 1)",1,move,"{'type': 'move', 'direction': 'E'}",moved_E,,9
